doctor_id,doctor_name,area,disease,specialization,experience_years,rating,consultation_fee
3071,Dr. Rohit Patil,Gondia,Arthritis,Orthopedic,13,4.1,1428
3072,Dr. Rahul Sharma,Gondia,Arthritis,Orthopedic,4,3.6,868
3073,Dr. Kiran Kulkarni,Gondia,Arthritis,Orthopedic,4,3.9,1082
3074,Dr. Rohit Patil,Gondia,Arthritis,Orthopedic,22,4.2,588
3075,Dr. Amit Joshi,Gondia,Arthritis,Orthopedic,8,3.8,250
3076,Dr. Vikas Sharma,Gondia,Arthritis,Orthopedic,26,4.3,878
3077,Dr. Neha Shinde,Gondia,Arthritis,Orthopedic,30,3.5,463
3078,Dr. Rohit Patil,Gondia,Arthritis,Orthopedic,6,3.6,446
3079,Dr. Kiran Jadhav,Gondia,Arthritis,Orthopedic,8,3.8,243
3080,Dr. Rohit Sharma,Gondia,Arthritis,Orthopedic,22,3.9,272
3081,Dr. Rahul Kulkarni,Bhandara,Flu,General Physician,14,4.6,892
3082,Dr. Rohit Gupta,Bhandara,Flu,General Physician,33,3.8,1289
3083,Dr. Neha Gupta,Bhandara,Flu,General Physician,30,4.0,584
3084,Dr. Anil Jadhav,Bhandara,Flu,General Physician,32,4.8,864
3085,Dr. Priya Jadhav,Bhandara,Flu,General Physician,31,4.7,337
3086,Dr. Neha Sharma,Bhandara,Flu,General Physician,28,4.9,1407
3087,Dr. Kiran Jadhav,Bhandara,Flu,General Physician,17,4.7,784
3088,Dr. Sneha Jadhav,Bhandara,Flu,General Physician,18,4.8,1460
3089,Dr. Pooja Joshi,Bhandara,Flu,General Physician,11,4.4,755
3090,Dr. Anil Kulkarni,Bhandara,Flu,General Physician,16,3.8,1156
3091,Dr. Rahul Shinde,Bhandara,Cold,General Physician,21,4.0,549
3092,Dr. Neha Sharma,Bhandara,Cold,General Physician,11,3.6,1486
3093,Dr. Rahul Jadhav,Bhandara,Cold,General Physician,19,3.7,1367
3094,Dr. Rahul Deshmukh,Bhandara,Cold,General Physician,14,4.6,466
3095,Dr. Vikas Patil,Bhandara,Cold,General Physician,14,4.0,889
3096,Dr. Rahul Sharma,Bhandara,Cold,General Physician,7,3.5,1183
3097,Dr. Amit Shinde,Bhandara,Cold,General Physician,20,4.4,306
3098,Dr. Vikas Sharma,Bhandara,Cold,General Physician,31,4.4,737
3099,Dr. Anil Deshmukh,Bhandara,Cold,General Physician,30,3.8,547
3100,Dr. Anil Kulkarni,Bhandara,Cold,General Physician,11,3.5,998
3101,Dr. Sneha Joshi,Bhandara,COVID-19,Pulmonologist,18,4.7,380
3102,Dr. Sneha Patil,Bhandara,COVID-19,Pulmonologist,4,4.2,783
3103,Dr. Anil Shinde,Bhandara,COVID-19,Pulmonologist,2,3.7,1007
3104,Dr. Anil Sharma,Bhandara,COVID-19,Pulmonologist,7,3.8,1405
3105,Dr. Neha Kulkarni,Bhandara,COVID-19,Pulmonologist,17,4.7,1306
3106,Dr. Anil Gupta,Bhandara,COVID-19,Pulmonologist,3,3.5,1343
3107,Dr. Amit Patil,Bhandara,COVID-19,Pulmonologist,10,4.4,1300
3108,Dr. Anil Patil,Bhandara,COVID-19,Pulmonologist,7,3.8,600
3109,Dr. Pooja Deshmukh,Bhandara,COVID-19,Pulmonologist,35,4.4,617
3110,Dr. Kiran Deshmukh,Bhandara,COVID-19,Pulmonologist,8,4.3,553
3111,Dr. Anil Shinde,Bhandara,Malaria,Infectious Disease,34,4.5,527
3112,Dr. Kiran Kulkarni,Bhandara,Malaria,Infectious Disease,13,4.6,382
3113,Dr. Vikas Kulkarni,Bhandara,Malaria,Infectious Disease,13,3.6,1240
3114,Dr. Rahul Shinde,Bhandara,Malaria,Infectious Disease,19,4.6,441
3115,Dr. Priya Shinde,Bhandara,Malaria,Infectious Disease,23,4.5,1102
3116,Dr. Vikas Joshi,Bhandara,Malaria,Infectious Disease,17,4.3,1388
3117,Dr. Pooja Shinde,Bhandara,Malaria,Infectious Disease,6,3.9,303
3118,Dr. Sneha Sharma,Bhandara,Malaria,Infectious Disease,20,4.9,1228
3119,Dr. Rahul Joshi,Bhandara,Malaria,Infectious Disease,4,4.7,1043
3120,Dr. Amit Sharma,Bhandara,Malaria,Infectious Disease,6,3.8,842
3121,Dr. Priya Shinde,Bhandara,Dengue,Infectious Disease,12,4.3,274
3122,Dr. Neha Kulkarni,Bhandara,Dengue,Infectious Disease,29,4.1,506
3123,Dr. Amit Gupta,Bhandara,Dengue,Infectious Disease,7,5.0,1064
3124,Dr. Kiran Jadhav,Bhandara,Dengue,Infectious Disease,7,4.0,614
3125,Dr. Neha Gupta,Bhandara,Dengue,Infectious Disease,21,4.4,482
3126,Dr. Vikas Deshmukh,Bhandara,Dengue,Infectious Disease,19,4.9,1407
3127,Dr. Pooja Patil,Bhandara,Dengue,Infectious Disease,30,4.2,944
3128,Dr. Priya Sharma,Bhandara,Dengue,Infectious Disease,5,4.2,659
3129,Dr. Priya Gupta,Bhandara,Dengue,Infectious Disease,29,4.1,1219
3130,Dr. Neha Sharma,Bhandara,Dengue,Infectious Disease,10,4.9,596
3131,Dr. Pooja Shinde,Bhandara,Typhoid,General Physician,5,4.5,870
3132,Dr. Anil Deshmukh,Bhandara,Typhoid,General Physician,4,4.1,1158
3133,Dr. Neha Sharma,Bhandara,Typhoid,General Physician,29,4.0,533
3134,Dr. Sneha Shinde,Bhandara,Typhoid,General Physician,33,4.7,1425
3135,Dr. Anil Jadhav,Bhandara,Typhoid,General Physician,15,4.2,990
3136,Dr. Amit Jadhav,Bhandara,Typhoid,General Physician,15,4.7,1118
3137,Dr. Vikas Kulkarni,Bhandara,Typhoid,General Physician,15,3.6,1495
3138,Dr. Pooja Patil,Bhandara,Typhoid,General Physician,1,4.1,1176
3139,Dr. Priya Jadhav,Bhandara,Typhoid,General Physician,22,4.4,1009
3140,Dr. Rahul Kulkarni,Bhandara,Typhoid,General Physician,21,4.4,341
3141,Dr. Amit Gupta,Bhandara,Asthma,Pulmonologist,32,4.3,995
3142,Dr. Priya Jadhav,Bhandara,Asthma,Pulmonologist,24,3.7,394
3143,Dr. Priya Gupta,Bhandara,Asthma,Pulmonologist,14,4.3,724
3144,Dr. Sneha Shinde,Bhandara,Asthma,Pulmonologist,10,4.3,1009
3145,Dr. Vikas Sharma,Bhandara,Asthma,Pulmonologist,21,4.9,622
3146,Dr. Vikas Gupta,Bhandara,Asthma,Pulmonologist,10,4.2,549
3147,Dr. Rohit Shinde,Bhandara,Asthma,Pulmonologist,30,3.8,641
3148,Dr. Neha Kulkarni,Bhandara,Asthma,Pulmonologist,1,3.8,620
3149,Dr. Sneha Shinde,Bhandara,Asthma,Pulmonologist,17,4.2,271
3150,Dr. Sneha Deshmukh,Bhandara,Asthma,Pulmonologist,26,3.5,1378
3151,Dr. Anil Joshi,Bhandara,Diabetes,Endocrinologist,31,4.5,298
3152,Dr. Sneha Deshmukh,Bhandara,Diabetes,Endocrinologist,7,3.6,961
3153,Dr. Vikas Patil,Bhandara,Diabetes,Endocrinologist,33,4.4,297
3154,Dr. Rohit Sharma,Bhandara,Diabetes,Endocrinologist,31,4.3,1006
3155,Dr. Rahul Deshmukh,Bhandara,Diabetes,Endocrinologist,2,3.7,1055
3156,Dr. Kiran Joshi,Bhandara,Diabetes,Endocrinologist,29,4.0,841
3157,Dr. Neha Deshmukh,Bhandara,Diabetes,Endocrinologist,1,4.0,901
3158,Dr. Kiran Kulkarni,Bhandara,Diabetes,Endocrinologist,6,4.0,382
3159,Dr. Pooja Gupta,Bhandara,Diabetes,Endocrinologist,4,3.5,608
3160,Dr. Sneha Patil,Bhandara,Diabetes,Endocrinologist,10,4.6,1409
3161,Dr. Priya Deshmukh,Bhandara,Migraine,Neurologist,14,5.0,432
3162,Dr. Sneha Patil,Bhandara,Migraine,Neurologist,23,4.7,1253
3163,Dr. Kiran Sharma,Bhandara,Migraine,Neurologist,29,4.9,1348
3164,Dr. Neha Sharma,Bhandara,Migraine,Neurologist,30,4.5,1278
3165,Dr. Neha Jadhav,Bhandara,Migraine,Neurologist,6,4.1,1074
3166,Dr. Amit Patil,Bhandara,Migraine,Neurologist,20,4.7,993
3167,Dr. Amit Shinde,Bhandara,Migraine,Neurologist,31,4.6,1008
3168,Dr. Rahul Gupta,Bhandara,Migraine,Neurologist,17,5.0,1458
3169,Dr. Rahul Gupta,Bhandara,Migraine,Neurologist,3,3.9,1205
3170,Dr. Amit Patil,Bhandara,Migraine,Neurologist,30,4.1,674
3171,Dr. Vikas Jadhav,Bhandara,Food Poisoning,Gastroenterologist,19,4.7,1487
3172,Dr. Amit Sharma,Bhandara,Food Poisoning,Gastroenterologist,21,4.3,261
3173,Dr. Kiran Sharma,Bhandara,Food Poisoning,Gastroenterologist,1,4.4,710
3174,Dr. Rahul Sharma,Bhandara,Food Poisoning,Gastroenterologist,34,3.9,500
3175,Dr. Rohit Shinde,Bhandara,Food Poisoning,Gastroenterologist,10,4.5,1122
3176,Dr. Sneha Shinde,Bhandara,Food Poisoning,Gastroenterologist,18,4.5,908
3177,Dr. Sneha Deshmukh,Bhandara,Food Poisoning,Gastroenterologist,6,4.8,589
3178,Dr. Amit Kulkarni,Bhandara,Food Poisoning,Gastroenterologist,15,4.5,526
3179,Dr. Neha Shinde,Bhandara,Food Poisoning,Gastroenterologist,27,3.6,1212
3180,Dr. Vikas Jadhav,Bhandara,Food Poisoning,Gastroenterologist,1,4.5,794
3181,Dr. Neha Patil,Bhandara,Jaundice,Hepatologist,34,3.8,1226
3182,Dr. Priya Joshi,Bhandara,Jaundice,Hepatologist,35,4.0,835
3183,Dr. Priya Gupta,Bhandara,Jaundice,Hepatologist,6,4.6,1452
3184,Dr. Neha Jadhav,Bhandara,Jaundice,Hepatologist,29,3.8,1141
3185,Dr. Priya Patil,Bhandara,Jaundice,Hepatologist,1,3.7,1063
3186,Dr. Neha Gupta,Bhandara,Jaundice,Hepatologist,2,4.1,934
3187,Dr. Sneha Deshmukh,Bhandara,Jaundice,Hepatologist,3,3.8,1274
3188,Dr. Pooja Gupta,Bhandara,Jaundice,Hepatologist,12,4.6,1054
3189,Dr. Rohit Joshi,Bhandara,Jaundice,Hepatologist,21,4.7,1083
3190,Dr. Pooja Sharma,Bhandara,Jaundice,Hepatologist,7,4.8,1225
3191,Dr. Neha Jadhav,Bhandara,Chickenpox,Dermatologist,22,3.6,976
3192,Dr. Sneha Sharma,Bhandara,Chickenpox,Dermatologist,9,4.6,1389
3193,Dr. Anil Joshi,Bhandara,Chickenpox,Dermatologist,15,4.3,1083
3194,Dr. Anil Patil,Bhandara,Chickenpox,Dermatologist,23,3.5,1253
3195,Dr. Priya Deshmukh,Bhandara,Chickenpox,Dermatologist,13,4.2,1115
3196,Dr. Priya Gupta,Bhandara,Chickenpox,Dermatologist,18,4.6,1043
3197,Dr. Neha Sharma,Bhandara,Chickenpox,Dermatologist,35,4.6,1185
3198,Dr. Vikas Patil,Bhandara,Chickenpox,Dermatologist,18,4.3,360
3199,Dr. Anil Sharma,Bhandara,Chickenpox,Dermatologist,33,4.9,636
3200,Dr. Kiran Kulkarni,Bhandara,Chickenpox,Dermatologist,7,3.5,748
3201,Dr. Neha Kulkarni,Bhandara,Measles,Pediatrician,17,4.4,1093
3202,Dr. Rahul Kulkarni,Bhandara,Measles,Pediatrician,7,4.1,1264
3203,Dr. Sneha Shinde,Bhandara,Measles,Pediatrician,26,3.8,227
3204,Dr. Amit Patil,Bhandara,Measles,Pediatrician,19,4.4,833
3205,Dr. Rahul Deshmukh,Bhandara,Measles,Pediatrician,13,4.0,439
3206,Dr. Vikas Joshi,Bhandara,Measles,Pediatrician,8,3.9,745
3207,Dr. Rahul Kulkarni,Bhandara,Measles,Pediatrician,5,3.6,1110
3208,Dr. Neha Shinde,Bhandara,Measles,Pediatrician,15,3.9,965
3209,Dr. Sneha Shinde,Bhandara,Measles,Pediatrician,27,4.7,1447
3210,Dr. Rohit Kulkarni,Bhandara,Measles,Pediatrician,21,4.9,538
3211,Dr. Amit Gupta,Bhandara,Arthritis,Orthopedic,24,4.1,799
3212,Dr. Kiran Joshi,Bhandara,Arthritis,Orthopedic,26,4.5,1073
3213,Dr. Rahul Joshi,Bhandara,Arthritis,Orthopedic,22,4.8,1291
3214,Dr. Priya Patil,Bhandara,Arthritis,Orthopedic,23,3.9,961
3215,Dr. Rohit Sharma,Bhandara,Arthritis,Orthopedic,10,4.9,1482
3216,Dr. Rahul Shinde,Bhandara,Arthritis,Orthopedic,23,4.2,278
3217,Dr. Sneha Sharma,Bhandara,Arthritis,Orthopedic,12,4.5,397
3218,Dr. Anil Sharma,Bhandara,Arthritis,Orthopedic,19,4.5,1313
3219,Dr. Priya Kulkarni,Bhandara,Arthritis,Orthopedic,17,3.6,1236
3220,Dr. Anil Deshmukh,Bhandara,Arthritis,Orthopedic,19,4.5,865
3221,Dr. Priya Patil,Wardha,Flu,General Physician,7,3.7,506
3222,Dr. Amit Jadhav,Wardha,Flu,General Physician,19,5.0,470
3223,Dr. Rohit Joshi,Wardha,Flu,General Physician,29,4.3,626
3224,Dr. Neha Deshmukh,Wardha,Flu,General Physician,26,3.7,691
3225,Dr. Neha Gupta,Wardha,Flu,General Physician,26,4.4,1132
3226,Dr. Vikas Patil,Wardha,Flu,General Physician,31,3.7,1156
3227,Dr. Rohit Deshmukh,Wardha,Flu,General Physician,5,4.8,1452
3228,Dr. Pooja Jadhav,Wardha,Flu,General Physician,21,3.8,1300
3229,Dr. Rahul Jadhav,Wardha,Flu,General Physician,4,4.0,354
3230,Dr. Neha Gupta,Wardha,Flu,General Physician,15,3.8,718
3231,Dr. Priya Patil,Wardha,Cold,General Physician,27,4.2,1218
3232,Dr. Sneha Gupta,Wardha,Cold,General Physician,8,3.8,389
3233,Dr. Rahul Jadhav,Wardha,Cold,General Physician,25,4.1,510
3234,Dr. Rahul Patil,Wardha,Cold,General Physician,22,4.9,846
3235,Dr. Rohit Patil,Wardha,Cold,General Physician,16,4.2,1483
3236,Dr. Anil Deshmukh,Wardha,Cold,General Physician,10,5.0,266
3237,Dr. Kiran Patil,Wardha,Cold,General Physician,8,3.6,490
3238,Dr. Neha Deshmukh,Wardha,Cold,General Physician,24,4.9,899
3239,Dr. Sneha Joshi,Wardha,Cold,General Physician,9,4.7,1254
3240,Dr. Kiran Shinde,Wardha,Cold,General Physician,20,4.0,1207
3241,Dr. Anil Jadhav,Wardha,COVID-19,Pulmonologist,26,4.0,748
3242,Dr. Anil Gupta,Wardha,COVID-19,Pulmonologist,26,4.0,259
3243,Dr. Kiran Shinde,Wardha,COVID-19,Pulmonologist,24,4.0,459
3244,Dr. Pooja Joshi,Wardha,COVID-19,Pulmonologist,4,4.0,1351
3245,Dr. Sneha Gupta,Wardha,COVID-19,Pulmonologist,15,4.5,1042
3246,Dr. Vikas Joshi,Wardha,COVID-19,Pulmonologist,32,4.6,1355
3247,Dr. Rahul Patil,Wardha,COVID-19,Pulmonologist,18,4.1,917
3248,Dr. Vikas Joshi,Wardha,COVID-19,Pulmonologist,27,4.4,555
3249,Dr. Pooja Gupta,Wardha,COVID-19,Pulmonologist,29,4.0,1121
3250,Dr. Neha Kulkarni,Wardha,COVID-19,Pulmonologist,8,4.9,1355
3251,Dr. Sneha Gupta,Wardha,Malaria,Infectious Disease,18,3.7,1390
3252,Dr. Priya Sharma,Wardha,Malaria,Infectious Disease,6,4.1,900
3253,Dr. Rahul Jadhav,Wardha,Malaria,Infectious Disease,32,3.6,1309
3254,Dr. Pooja Shinde,Wardha,Malaria,Infectious Disease,22,3.7,262
3255,Dr. Vikas Kulkarni,Wardha,Malaria,Infectious Disease,30,4.1,300
3256,Dr. Sneha Sharma,Wardha,Malaria,Infectious Disease,11,3.9,1366
3257,Dr. Pooja Jadhav,Wardha,Malaria,Infectious Disease,6,4.6,1296
3258,Dr. Neha Patil,Wardha,Malaria,Infectious Disease,25,4.6,812
3259,Dr. Vikas Sharma,Wardha,Malaria,Infectious Disease,12,4.3,366
3260,Dr. Amit Sharma,Wardha,Malaria,Infectious Disease,16,3.6,723
3261,Dr. Neha Joshi,Wardha,Dengue,Infectious Disease,15,3.9,1165
3262,Dr. Rahul Joshi,Wardha,Dengue,Infectious Disease,11,5.0,267
3263,Dr. Pooja Patil,Wardha,Dengue,Infectious Disease,29,4.3,597
3264,Dr. Neha Joshi,Wardha,Dengue,Infectious Disease,19,4.6,740
3265,Dr. Anil Deshmukh,Wardha,Dengue,Infectious Disease,16,4.3,1357
3266,Dr. Sneha Jadhav,Wardha,Dengue,Infectious Disease,34,3.8,1130
3267,Dr. Rahul Kulkarni,Wardha,Dengue,Infectious Disease,13,4.8,757
3268,Dr. Kiran Gupta,Wardha,Dengue,Infectious Disease,35,4.2,1429
3269,Dr. Anil Patil,Wardha,Dengue,Infectious Disease,5,4.8,805
3270,Dr. Rahul Shinde,Wardha,Dengue,Infectious Disease,28,4.3,1393
3271,Dr. Anil Sharma,Wardha,Typhoid,General Physician,17,3.5,298
3272,Dr. Anil Sharma,Wardha,Typhoid,General Physician,20,4.5,449
3273,Dr. Rahul Gupta,Wardha,Typhoid,General Physician,15,4.6,1247
3274,Dr. Kiran Jadhav,Wardha,Typhoid,General Physician,26,3.8,1349
3275,Dr. Amit Kulkarni,Wardha,Typhoid,General Physician,6,4.2,1385
3276,Dr. Rahul Deshmukh,Wardha,Typhoid,General Physician,10,4.8,1273
3277,Dr. Rahul Shinde,Wardha,Typhoid,General Physician,27,4.0,414
3278,Dr. Neha Patil,Wardha,Typhoid,General Physician,13,3.9,911
3279,Dr. Anil Joshi,Wardha,Typhoid,General Physician,8,3.6,418
3280,Dr. Sneha Joshi,Wardha,Typhoid,General Physician,18,3.5,1361
3281,Dr. Kiran Shinde,Wardha,Asthma,Pulmonologist,26,4.5,1247
3282,Dr. Sneha Gupta,Wardha,Asthma,Pulmonologist,31,3.7,923
3283,Dr. Rahul Deshmukh,Wardha,Asthma,Pulmonologist,9,4.4,1346
3284,Dr. Sneha Deshmukh,Wardha,Asthma,Pulmonologist,1,3.9,701
3285,Dr. Priya Jadhav,Wardha,Asthma,Pulmonologist,33,4.9,400
3286,Dr. Priya Deshmukh,Wardha,Asthma,Pulmonologist,9,4.2,490
3287,Dr. Rahul Patil,Wardha,Asthma,Pulmonologist,11,4.9,410
3288,Dr. Rohit Kulkarni,Wardha,Asthma,Pulmonologist,15,3.9,388
3289,Dr. Rohit Gupta,Wardha,Asthma,Pulmonologist,24,3.8,1208
3290,Dr. Amit Kulkarni,Wardha,Asthma,Pulmonologist,29,4.1,1143
3291,Dr. Kiran Kulkarni,Wardha,Diabetes,Endocrinologist,34,4.5,776
3292,Dr. Sneha Joshi,Wardha,Diabetes,Endocrinologist,31,3.8,1434
3293,Dr. Pooja Jadhav,Wardha,Diabetes,Endocrinologist,9,4.3,1381
3294,Dr. Anil Kulkarni,Wardha,Diabetes,Endocrinologist,5,4.0,881
3295,Dr. Amit Shinde,Wardha,Diabetes,Endocrinologist,16,3.6,527
3296,Dr. Vikas Patil,Wardha,Diabetes,Endocrinologist,13,3.7,1256
3297,Dr. Sneha Sharma,Wardha,Diabetes,Endocrinologist,16,3.7,1226
3298,Dr. Sneha Sharma,Wardha,Diabetes,Endocrinologist,33,4.5,807
3299,Dr. Rahul Kulkarni,Wardha,Diabetes,Endocrinologist,3,4.1,1079
3300,Dr. Vikas Joshi,Wardha,Diabetes,Endocrinologist,11,4.4,969
3301,Dr. Anil Patil,Wardha,Migraine,Neurologist,4,4.6,1030
3302,Dr. Rahul Jadhav,Wardha,Migraine,Neurologist,10,4.3,276
3303,Dr. Vikas Shinde,Wardha,Migraine,Neurologist,3,4.1,1172
3304,Dr. Anil Shinde,Wardha,Migraine,Neurologist,6,4.5,1237
3305,Dr. Rahul Joshi,Wardha,Migraine,Neurologist,16,3.9,650
3306,Dr. Rahul Gupta,Wardha,Migraine,Neurologist,24,4.4,1053
3307,Dr. Sneha Kulkarni,Wardha,Migraine,Neurologist,16,4.8,1052
3308,Dr. Kiran Jadhav,Wardha,Migraine,Neurologist,24,4.9,923
3309,Dr. Vikas Deshmukh,Wardha,Migraine,Neurologist,31,4.1,801
3310,Dr. Priya Deshmukh,Wardha,Migraine,Neurologist,11,4.5,453
3311,Dr. Rohit Jadhav,Wardha,Food Poisoning,Gastroenterologist,34,4.3,369
3312,Dr. Sneha Joshi,Wardha,Food Poisoning,Gastroenterologist,12,4.4,693
3313,Dr. Priya Sharma,Wardha,Food Poisoning,Gastroenterologist,10,4.2,692
3314,Dr. Anil Jadhav,Wardha,Food Poisoning,Gastroenterologist,4,3.9,835
3315,Dr. Priya Gupta,Wardha,Food Poisoning,Gastroenterologist,14,4.6,1101
3316,Dr. Rohit Deshmukh,Wardha,Food Poisoning,Gastroenterologist,24,4.6,1285
3317,Dr. Neha Kulkarni,Wardha,Food Poisoning,Gastroenterologist,1,3.6,858
3318,Dr. Sneha Kulkarni,Wardha,Food Poisoning,Gastroenterologist,4,3.8,797
3319,Dr. Anil Shinde,Wardha,Food Poisoning,Gastroenterologist,24,4.6,580
3320,Dr. Anil Patil,Wardha,Food Poisoning,Gastroenterologist,20,4.8,902
3321,Dr. Kiran Shinde,Wardha,Jaundice,Hepatologist,30,4.0,539
3322,Dr. Rohit Patil,Wardha,Jaundice,Hepatologist,24,4.2,577
3323,Dr. Priya Joshi,Wardha,Jaundice,Hepatologist,20,4.6,214
3324,Dr. Anil Joshi,Wardha,Jaundice,Hepatologist,19,4.0,1175
3325,Dr. Priya Jadhav,Wardha,Jaundice,Hepatologist,14,4.0,900
3326,Dr. Neha Deshmukh,Wardha,Jaundice,Hepatologist,21,4.1,663
3327,Dr. Vikas Shinde,Wardha,Jaundice,Hepatologist,11,4.9,1456
3328,Dr. Kiran Sharma,Wardha,Jaundice,Hepatologist,25,4.2,1257
3329,Dr. Sneha Joshi,Wardha,Jaundice,Hepatologist,33,3.9,1327
3330,Dr. Sneha Jadhav,Wardha,Jaundice,Hepatologist,27,4.3,247
3331,Dr. Anil Jadhav,Wardha,Chickenpox,Dermatologist,18,4.3,299
3332,Dr. Neha Joshi,Wardha,Chickenpox,Dermatologist,1,4.0,1184
3333,Dr. Kiran Gupta,Wardha,Chickenpox,Dermatologist,9,3.7,730
3334,Dr. Rohit Gupta,Wardha,Chickenpox,Dermatologist,31,3.6,1486
3335,Dr. Priya Sharma,Wardha,Chickenpox,Dermatologist,17,4.8,382
3336,Dr. Pooja Kulkarni,Wardha,Chickenpox,Dermatologist,28,4.4,426
3337,Dr. Rahul Kulkarni,Wardha,Chickenpox,Dermatologist,22,3.6,956
3338,Dr. Priya Gupta,Wardha,Chickenpox,Dermatologist,20,3.9,575
3339,Dr. Vikas Kulkarni,Wardha,Chickenpox,Dermatologist,24,5.0,1144
3340,Dr. Sneha Kulkarni,Wardha,Chickenpox,Dermatologist,12,4.3,1196
3341,Dr. Anil Joshi,Wardha,Measles,Pediatrician,15,5.0,349
3342,Dr. Pooja Jadhav,Wardha,Measles,Pediatrician,25,4.4,1075
3343,Dr. Priya Jadhav,Wardha,Measles,Pediatrician,7,4.4,806
3344,Dr. Amit Patil,Wardha,Measles,Pediatrician,22,5.0,675
3345,Dr. Sneha Gupta,Wardha,Measles,Pediatrician,7,4.5,1128
3346,Dr. Rahul Sharma,Wardha,Measles,Pediatrician,35,4.2,1440
3347,Dr. Pooja Jadhav,Wardha,Measles,Pediatrician,26,3.6,746
3348,Dr. Sneha Kulkarni,Wardha,Measles,Pediatrician,13,4.1,933
3349,Dr. Priya Kulkarni,Wardha,Measles,Pediatrician,23,3.8,905
3350,Dr. Pooja Sharma,Wardha,Measles,Pediatrician,29,4.2,1294
3351,Dr. Priya Deshmukh,Wardha,Arthritis,Orthopedic,14,4.6,723
3352,Dr. Neha Shinde,Wardha,Arthritis,Orthopedic,25,4.6,1406
3353,Dr. Priya Kulkarni,Wardha,Arthritis,Orthopedic,27,4.1,821
3354,Dr. Kiran Shinde,Wardha,Arthritis,Orthopedic,8,4.9,1348
3355,Dr. Rohit Jadhav,Wardha,Arthritis,Orthopedic,31,4.5,408
3356,Dr. Vikas Gupta,Wardha,Arthritis,Orthopedic,20,5.0,1229
3357,Dr. Pooja Jadhav,Wardha,Arthritis,Orthopedic,30,3.8,806
3358,Dr. Rohit Jadhav,Wardha,Arthritis,Orthopedic,24,4.2,1053
3359,Dr. Kiran Joshi,Wardha,Arthritis,Orthopedic,33,4.7,1204
3360,Dr. Anil Shinde,Wardha,Arthritis,Orthopedic,28,4.4,648
3361,Dr. Anil Patil,Yavatmal,Flu,General Physician,25,4.0,559
3362,Dr. Amit Joshi,Yavatmal,Flu,General Physician,5,4.9,1406
3363,Dr. Rahul Kulkarni,Yavatmal,Flu,General Physician,32,4.8,671
3364,Dr. Amit Gupta,Yavatmal,Flu,General Physician,24,4.3,700
3365,Dr. Sneha Shinde,Yavatmal,Flu,General Physician,22,4.8,422
3366,Dr. Priya Joshi,Yavatmal,Flu,General Physician,2,4.9,522
3367,Dr. Pooja Jadhav,Yavatmal,Flu,General Physician,33,3.7,1381
3368,Dr. Kiran Joshi,Yavatmal,Flu,General Physician,5,4.0,636
3369,Dr. Pooja Joshi,Yavatmal,Flu,General Physician,9,4.5,489
3370,Dr. Rahul Jadhav,Yavatmal,Flu,General Physician,9,4.6,653
3371,Dr. Sneha Kulkarni,Yavatmal,Cold,General Physician,9,4.9,540
3372,Dr. Amit Jadhav,Yavatmal,Cold,General Physician,2,4.2,961
3373,Dr. Neha Jadhav,Yavatmal,Cold,General Physician,14,4.4,803
3374,Dr. Priya Joshi,Yavatmal,Cold,General Physician,21,5.0,1499
3375,Dr. Rahul Gupta,Yavatmal,Cold,General Physician,21,3.9,1387
3376,Dr. Priya Shinde,Yavatmal,Cold,General Physician,7,4.4,545
3377,Dr. Amit Shinde,Yavatmal,Cold,General Physician,6,3.9,321
3378,Dr. Priya Joshi,Yavatmal,Cold,General Physician,15,3.9,1202
3379,Dr. Rohit Patil,Yavatmal,Cold,General Physician,32,5.0,285
3380,Dr. Vikas Jadhav,Yavatmal,Cold,General Physician,30,4.7,295
3381,Dr. Priya Deshmukh,Yavatmal,COVID-19,Pulmonologist,15,3.5,1205
3382,Dr. Rahul Shinde,Yavatmal,COVID-19,Pulmonologist,30,4.1,309
3383,Dr. Amit Patil,Yavatmal,COVID-19,Pulmonologist,17,4.1,930
3384,Dr. Priya Joshi,Yavatmal,COVID-19,Pulmonologist,32,4.1,1432
3385,Dr. Kiran Jadhav,Yavatmal,COVID-19,Pulmonologist,2,3.6,918
3386,Dr. Priya Kulkarni,Yavatmal,COVID-19,Pulmonologist,8,4.6,1356
3387,Dr. Kiran Gupta,Yavatmal,COVID-19,Pulmonologist,26,4.4,631
3388,Dr. Vikas Joshi,Yavatmal,COVID-19,Pulmonologist,1,3.7,838
3389,Dr. Neha Jadhav,Yavatmal,COVID-19,Pulmonologist,5,4.8,547
3390,Dr. Vikas Joshi,Yavatmal,COVID-19,Pulmonologist,21,3.8,868
3391,Dr. Amit Shinde,Yavatmal,Malaria,Infectious Disease,6,4.8,701
3392,Dr. Vikas Sharma,Yavatmal,Malaria,Infectious Disease,11,3.6,1273
3393,Dr. Pooja Deshmukh,Yavatmal,Malaria,Infectious Disease,27,4.4,526
3394,Dr. Neha Deshmukh,Yavatmal,Malaria,Infectious Disease,30,4.7,1179
3395,Dr. Rohit Gupta,Yavatmal,Malaria,Infectious Disease,35,3.9,1013
3396,Dr. Sneha Gupta,Yavatmal,Malaria,Infectious Disease,12,4.1,278
3397,Dr. Anil Sharma,Yavatmal,Malaria,Infectious Disease,31,4.4,1151
3398,Dr. Kiran Kulkarni,Yavatmal,Malaria,Infectious Disease,9,3.8,955
